"sip","sport","dip","dport","proto","first_timestamp","total_time","pkt_fwd_count","pl_fwd_count","last_timestamp_fwd","pl_len_fwd_mean","pl_len_fwd_stdev","pl_len_fwd_total","pl_len_fwd_min","pl_len_fwd_max","pkt_len_fwd_mean","pkt_len_fwd_stdev","pkt_len_fwd_total","pkt_len_fwd_min","pkt_len_fwd_max","pkt_bwd_count","pl_bwd_count","last_timestamp_bwd","pl_len_bwd_mean","pl_len_bwd_stdev","pl_len_bwd_total","pl_len_bwd_min","pl_len_bwd_max","pkt_len_bwd_mean","pkt_len_bwd_stdev","pkt_len_bwd_total","pkt_len_bwd_min","pkt_len_bwd_max","dd","dn","dns","ds","application","app","traffic_type","label"
"192.168.0.65",58258,"20.50.73.13",443,6,1721793738537494,261793,14,7,1721793738799287,517.4286,502.05173,3622,38,1440,299.57144,438.7791,4194,40,1480,13,8,1721793738799232,590,642.2052,4720,38,1460,404,579.2512,5252,40,1500,"Microsoft","Microsoft","v10.events.data.microsoft.com/onedscolprdneu10.northeurope.cloudapp.azure.com","Microsoft","Microsoft","Unknown","Unknown","dns"
"192.168.0.65",58259,"192.168.0.1",53,6,1721793738615819,1121,6,2,1721793738616940,18,16,36,2,34,48,12.38278,288,40,74,6,1,1721793738616874,52,0,52,52,52,50.666668,18.99707,304,40,92,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58260,"192.168.0.1",53,6,1721793738615908,3087,6,2,1721793738618995,18,16,36,2,34,48,12.38278,288,40,74,6,1,1721793738618896,86,0,86,86,86,56.333332,31.462503,338,40,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",63738,"142.251.36.206",443,17,1721793738617869,142412,24,24,1721793738753566,494.25,549.8283,11862,31,1250,522.25,549.8283,12534,59,1278,26,26,1721793738760281,543.46155,525.4836,14130,21,1250,571.46155,525.4836,14858,49,1278,"Google","Google","clients4.google.com/clients.l.google.com","Google","Google","Zoom","Unknown","dns"
"192.168.0.65",58015,"142.251.37.14",443,17,1721793738619116,12288809,54,54,1721793750907925,404.62964,528.53107,21850,29,1250,432.62964,528.53107,23362,57,1278,54,54,1721793750907579,335.14816,445.27866,18098,22,1250,363.14816,445.2786,19610,50,1278,"Google Drive","Google","drive.google.com","Google Drive","Google Drive","Zoom","Unknown","dns"
"192.168.0.65",58261,"192.168.0.1",53,6,1721793738754304,1034,6,2,1721793738755338,19.5,17.5,39,2,37,48.5,13.438127,291,40,77,6,1,1721793738755259,79,0,79,79,79,55.166668,28.881458,331,40,119,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58262,"192.168.0.1",53,6,1721793738754388,1068,6,2,1721793738755456,19.5,17.5,39,2,37,48.5,13.438127,291,40,77,6,1,1721793738755355,113,0,113,113,113,60.833332,41.450443,365,40,153,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",64584,"142.251.36.206",443,17,1721793738755792,87453,24,24,1721793738843245,446.5,567.6594,10716,31,1250,474.5,567.6594,11388,59,1278,24,24,1721793738842525,403.25,468.15152,9678,22,1250,431.25,468.15152,10350,50,1278,"Google","Google","clients4.google.com/clients.l.google.com","Google","Google","Whatsapp","Unknown","dns"
"192.168.0.119",61229,"192.168.0.1",53,17,1721793739774485,16334074,6,6,1721793742806932,52,0,312,52,52,80,0,480,80,80,6,6,1721793756108559,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",57845,"216.58.200.133",443,6,1721793740753756,2758134,24,11,1721793743511890,690.2727,587.1833,7593,31,1348,369.375,525.0679,8865,52,1400,19,8,1721793743330883,562.75,510.61404,4502,31,1348,290.21054,431.72632,5514,52,1400,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.131",57846,"216.58.200.133",443,6,1721793741009410,2502418,11,3,1721793743511828,772.6667,527.36914,2318,74,1348,263.81818,440.24823,2902,52,1400,8,3,1721793743329871,808,514.3177,2424,116,1348,357,501.00998,2856,52,1400,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.65",58263,"192.168.0.1",53,6,1721793742240747,985,6,2,1721793742241732,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793742241657,51,0,51,51,51,50.5,18.634645,303,40,91,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58264,"192.168.0.1",53,6,1721793742240831,29393,6,2,1721793742270224,17.5,15.5,35,2,33,47.833332,12.033523,287,40,73,6,1,1721793742263869,85,0,85,85,85,56.166668,31.093494,337,40,125,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",55511,"142.250.193.163",443,17,1721793744748286,1149872,20,20,1721793745898158,363,498.56213,7260,31,1250,391,498.56213,7820,59,1278,22,22,1721793745689590,409.63635,481.1096,9012,22,1250,437.63635,481.1096,9628,50,1278,"Unknown","Unknown","Unknown","Unknown","Instagram","Instagram","Unknown","dns"
"192.168.0.160",43790,"142.251.37.3",443,17,1721793744923441,62804,18,18,1721793744986245,404.33334,516.1542,7278,31,1250,432.33334,516.1541,7782,59,1278,20,20,1721793744966462,449.6,488.67294,8992,22,1250,477.6,488.67294,9552,50,1278,"Google","Google","ssl.gstatic.com","Unknown","Google","Snapchat","Unknown","dns"
"192.168.0.119",57109,"192.168.0.1",53,17,1721793746809589,9298958,6,6,1721793749818474,52,0,312,52,52,80,0,480,80,80,6,6,1721793756108547,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",57717,"34.120.195.249",443,6,1721793750664889,212517,3,2,1721793750877406,31.5,7.5,63,24,39,73,16.062378,219,52,91,2,0,1721793750671507,0,0,0,0,0,52,0,104,52,52,"Sentry","Google","o427061.ingest.sentry.io","Sentry","Sentry","Unknown","Unknown","dns"
"192.168.0.237",123,"91.206.8.34",123,17,1721793752820523,1077,2,2,1721793752820523,48,0,96,48,48,76,0,152,76,76,2,2,1721793752821600,48,0,96,48,48,76,0,152,76,76,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.155",22,"188.21.180.186",52189,6,1721793752846687,988490,24,13,1721793753811086,404.76923,450.27277,5262,28,1388,271.58334,387.75247,6518,52,1440,31,15,1721793753835177,325.4,455.81662,4881,16,1388,209.83871,356.17358,6505,52,1440,"Unknown","Unknown","gitlab.cubro.org","Unknown","Google","Google","Unknown","dns"
"192.168.0.119",59071,"192.168.0.1",53,17,1721793753832201,2275390,4,4,1721793754834359,52,0,208,52,52,80,0,320,80,80,4,4,1721793756107591,52,0,208,52,52,80,0,320,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.155",22,"188.21.180.186",52194,6,1721793753855863,1359908,25,14,1721793755182395,379,443.73013,5306,28,1388,264.56,381.47318,6614,52,1440,31,15,1721793755215771,325.4,455.81662,4881,16,1388,209.83871,356.17358,6505,52,1440,"Unknown","Unknown","gitlab.cubro.org","Unknown","Google","Google","Unknown","dns"
"192.168.0.65",58266,"192.168.0.1",53,6,1721793754867870,1215,6,2,1721793754869085,25.5,23.5,51,2,49,50.5,17.736494,303,40,89,6,1,1721793754868996,67,0,67,67,67,53.166668,24.4705,319,40,107,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58267,"192.168.0.1",53,6,1721793754867954,34524,6,2,1721793754902478,25.5,23.5,51,2,49,50.5,17.736494,303,40,89,6,1,1721793754902092,101,0,101,101,101,58.833332,37.006386,353,40,141,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",57745,"142.251.37.10",443,17,1721793754876462,167372,22,22,1721793755011557,308.9091,466.22397,6796,31,1250,336.9091,466.22397,7412,59,1278,24,24,1721793755043834,353.08334,472.21014,8474,21,1250,381.08334,472.2101,9146,49,1278,"Google Docs","Google","drivefrontend-pa.googleapis.com","Google","Google","Google Docs","Unknown","dns"
"192.168.0.160",36995,"35.186.224.28",443,17,1721793755244204,23298650,54,54,1721793778509900,472.7037,536.6897,25526,31,1250,500.7037,536.6897,27038,59,1278,50,50,1721793778542854,388.36,468.1599,19418,23,1250,416.36,468.15994,20818,51,1278,"Spotify","Unknown","gew4-spclient.spotify.com/edge-web-gew4.dual-gslb.spotify.com","Spotify","Spotify","Skype","Text Chat","dns"
"192.168.0.114",57156,"142.251.36.234",443,6,1721793756895061,27940762,3,1,1721793784829349,31,0,31,31,31,50.333332,14.6135435,151,40,71,3,0,1721793784835823,0,0,0,0,0,40,0,120,40,40,"Google Docs","Google","drivefrontend-pa.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.160",49453,"142.251.37.3",443,17,1721793757936122,62337,18,18,1721793757998459,531.55554,561.174,9568,31,1250,559.55554,561.174,10072,59,1278,20,20,1721793757979864,448,488.46988,8960,22,1250,476,488.46988,9520,50,1278,"Google","Google","ssl.gstatic.com","Unknown","Google","Meta","Unknown","dns"
"192.168.0.131",57215,"216.58.196.170",443,6,1721793757976769,27569760,2,0,1721793785209355,0,0,0,0,0,52,0,104,52,52,2,0,1721793785546529,0,0,0,0,0,46,6,92,40,52,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.160",53807,"142.251.36.163",443,17,1721793758037853,77948,18,18,1721793758108700,541.3333,567.56696,9744,31,1250,569.3333,567.56696,10248,59,1278,20,20,1721793758115801,486.1,502.9303,9722,21,1250,514.1,502.93033,10282,49,1278,"Youtube","Google","beacons.gcp.gvt2.com/beacons-handoff.gcp.gvt2.com","Unknown","Youtube","Unknown","Unknown","dns"
"192.168.0.131",56095,"142.250.193.163",443,17,1721793759744822,30067870,50,50,1721793789476626,181.24,338.09613,9062,31,1250,209.24,338.09613,10462,59,1278,56,56,1721793789812692,200.10715,349.72104,11206,22,1250,228.10715,349.72104,12774,50,1278,"Unknown","Unknown","Unknown","Unknown","Meta","Meta","Unknown","dns"
"192.168.0.160",36772,"142.251.37.10",443,17,1721793759787423,15902076,28,28,1721793775682979,350.7143,488.9422,9820,31,1250,378.7143,488.9422,10604,59,1278,30,30,1721793775689499,290.93332,441.5845,8728,21,1250,318.93332,441.5845,9568,49,1278,"Google Docs","Google","drivefrontend-pa.googleapis.com","Google","Google","Zoom","Unknown","dns"
"192.168.0.65",62652,"142.251.37.3",443,17,1721793760694208,72758,20,20,1721793760766966,365.5,500.4065,7310,31,1250,393.5,500.4065,7870,59,1278,22,22,1721793760766797,409.18182,481.58975,9002,22,1250,437.18182,481.58972,9618,50,1278,"Google","Google","ssl.gstatic.com","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.119",55614,"192.168.0.1",53,17,1721793761033027,284,2,2,1721793761033027,52,0,104,52,52,80,0,160,80,80,2,2,1721793761033311,52,0,104,52,52,80,0,160,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.1",15493,"192.168.0.156",443,6,1721793765086123,1262623,12,3,1721793766348557,230.33333,128.60364,691,72,387,110.25,118.36534,1323,52,439,9,5,1721793766348746,621.8,563.474,3109,79,1448,398.33334,520.81494,3585,52,1500,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.119",62789,"192.168.0.1",53,17,1721793765720518,27443820,6,6,1721793768736901,52,0,312,52,52,80,0,480,80,80,6,6,1721793793164338,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",57732,"162.159.140.165",443,6,1721793766031975,184414,3,2,1721793766216389,31.5,7.5,63,24,39,73,16.062378,219,52,91,2,0,1721793766035032,0,0,0,0,0,52,0,104,52,52,"Adobe","Unknown","ims-prod07.adobelogin.com/ims-na1.adobelogin.com.cdn.cloudflare.net","Adobe","Adobe","Unknown","Unknown","dns"
"192.168.0.114",57157,"142.251.36.170",443,6,1721793766166658,18790557,3,1,1721793784950432,31,0,31,31,31,50.333332,14.6135435,151,40,71,3,0,1721793784957215,0,0,0,0,0,40,0,120,40,40,"Google Docs","Google","drivefrontend-pa.googleapis.com","Unknown","Google Docs","Unknown","Unknown","dns"
"192.168.0.131",57733,"108.157.244.189",443,6,1721793766509488,447172,3,2,1721793766956660,31.5,7.5,63,24,39,73,16.062378,219,52,91,2,0,1721793766736642,0,0,0,0,0,52,0,104,52,52,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.160",38006,"35.186.224.24",443,17,1721793766539773,33021362,4,4,1721793766539794,1250,0,5000,1250,1250,1278,0,5112,1278,1278,26,26,1721793799561135,1176.2307,255.54402,30582,291,1250,1204.2307,255.54427,31310,319,1278,"Spotify","Google","spclient.wg.spotify.com/edge-web.dual-gslb.spotify.com","Spotify","Spotify","Unknown","Unknown","dns"
"192.168.0.131",57847,"52.23.25.235",443,6,1721793767739992,5563560,35,19,1721793773303552,406.3684,379.7408,7721,38,1348,272.94287,345.13028,9553,52,1400,26,16,1721793773102081,501.375,421.3579,8022,38,1348,360.84616,410.56897,9382,52,1400,"Unknown","Amazon","events.launchdarkly.com","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.131",57848,"52.23.25.235",443,6,1721793767994519,702473,6,2,1721793768696992,919,429,1838,490,1348,358.33334,499.07437,2150,40,1400,7,4,1721793768505041,1085,455.52936,4340,296,1348,673.1429,636.7622,4712,52,1400,"Unknown","Amazon","events.launchdarkly.com","Unknown","Amazon","Unknown","Unknown","dns"
